"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"17.04.2025","18.512,50","18.404,50","18.646,50","18.377,75","134,20K","0,69%"
"16.04.2025","18.385,25","18.790,00","18.861,25","18.116,25","683,18K","-3,03%"
"15.04.2025","18.960,25","18.902,50","19.144,75","18.809,00","525,79K","0,13%"
"14.04.2025","18.934,75","19.225,00","19.256,00","18.737,50","570,51K","0,68%"
"11.04.2025","18.807,50","18.464,75","18.873,50","18.067,00","667,63K","1,75%"
"10.04.2025","18.484,50","19.266,75","19.383,50","17.919,00","975,10K","-4,17%"
"09.04.2025","19.288,75","17.220,25","19.386,75","16.735,00","1,09M","11,86%"
"08.04.2025","17.243,75","17.665,00","18.357,25","16.973,50","956,64K","-1,82%"
"07.04.2025","17.563,25","17.100,00","18.361,50","16.460,00","1,14M","0,14%"
"04.04.2025","17.539,00","18.660,00","18.713,00","17.387,50","1,20M","-6,09%"
"03.04.2025","18.675,50","19.020,00","19.177,00","18.614,00","893,79K","-5,48%"
"02.04.2025","19.758,00","19.600,50","20.044,25","19.076,75","835,32K","0,78%"
"01.04.2025","19.604,50","19.411,25","19.644,00","19.261,25","790,96K","0,85%"
"31.03.2025","19.439,50","19.319,75","19.489,75","18.976,75","842,55K","-0,09%"
"28.03.2025","19.457,00","19.995,25","20.011,75","19.357,50","696,40K","-2,67%"
"27.03.2025","19.990,25","20.046,00","20.199,50","19.937,25","634,74K","-0,63%"
"26.03.2025","20.116,50","20.511,50","20.536,75","20.045,00","620,69K","-1,82%"
"25.03.2025","20.488,50","20.353,00","20.524,75","20.293,00","470,89K","0,56%"
"24.03.2025","20.374,25","20.050,50","20.409,50","20.050,50","555,04K","2,07%"
"21.03.2025","19.961,00","19.898,50","19.977,50","19.602,25","605,24K","0,41%"
"20.03.2025","19.879,25","19.949,75","20.105,00","19.735,25","607,25K","-0,36%"
"19.03.2025","19.951,00","19.704,75","20.143,00","19.660,00","574,70K","1,27%"
"18.03.2025","19.701,75","20.041,00","20.066,50","19.604,25","569,61K","-1,68%"
"17.03.2025","20.038,25","19.885,50","20.167,75","19.757,00","508,95K","0,60%"
"14.03.2025","19.919,50","19.505,75","19.949,50","19.503,75","106,99K","2,39%"
"13.03.2025","19.453,75","19.787,25","19.900,75","19.372,50","37,53K","-1,88%"
"12.03.2025","19.826,25","19.605,25","19.992,25","19.593,50","21,32K","1,13%"
"11.03.2025","19.605,25","19.651,25","19.893,00","19.345,75","24,45K","0,78%"
"10.03.2025","19.452,75","20.147,00","20.156,50","19.272,25","798,37K","-3,84%"
"07.03.2025","20.229,75","20.214,50","20.286,25","19.765,50","763,26K","0,70%"
"06.03.2025","20.089,25","20.605,25","20.647,50","20.003,00","763,15K","-2,79%"
"05.03.2025","20.665,00","20.555,00","20.725,00","20.215,00","783,64K","1,30%"
"04.03.2025","20.399,00","20.527,00","20.732,50","20.075,25","958,07K","-0,34%"
"03.03.2025","20.468,25","21.005,25","21.121,00","20.316,75","833,04K","-2,16%"
"28.02.2025","20.919,50","20.649,50","20.944,25","20.460,50","845,89K","1,52%"
"27.02.2025","20.605,75","21.249,00","21.386,50","20.583,25","854,18K","-2,74%"
"26.02.2025","21.187,00","21.230,50","21.409,25","21.055,00","646,24K","0,18%"
"25.02.2025","21.149,00","21.442,50","21.453,75","20.990,00","805,68K","-1,27%"
"24.02.2025","21.420,25","21.700,75","21.813,00","21.407,50","670,63K","-1,19%"
"21.02.2025","21.679,25","22.136,00","22.245,50","21.652,75","708,35K","-2,09%"
"20.02.2025","22.141,75","22.213,00","22.235,50","21.951,00","563,59K","-0,49%"
"19.02.2025","22.250,50","22.224,50","22.299,75","22.118,00","496,44K","0,08%"
"18.02.2025","22.232,25","22.235,75","22.319,75","22.102,75","567,20K","0,16%"
"14.02.2025","22.196,25","22.071,00","22.225,00","22.042,50","433,21K","0,38%"
"13.02.2025","22.113,25","21.861,25","22.124,00","21.753,00","536,74K","1,41%"
"12.02.2025","21.804,75","21.794,25","21.862,50","21.510,75","545,41K","0,08%"
"11.02.2025","21.786,75","21.832,00","21.871,50","21.669,50","423,20K","-0,27%"
"10.02.2025","21.846,50","21.463,25","21.894,00","21.418,00","391,63K","1,18%"
"07.02.2025","21.590,75","21.817,75","21.968,00","21.552,75","598,87K","-1,28%"
"06.02.2025","21.871,75","21.764,50","21.882,25","21.705,75","438,73K","0,50%"
"05.02.2025","21.763,00","21.562,00","21.795,00","21.429,75","497,66K","0,43%"
"04.02.2025","21.670,25","21.592,00","21.694,00","21.242,50","497,14K","1,24%"
"03.02.2025","21.405,00","21.200,00","21.579,75","20.943,00","728,14K","-0,85%"
"31.01.2025","21.589,25","21.680,00","21.966,00","21.533,75","655,81K","-0,16%"
"30.01.2025","21.624,75","21.547,75","21.748,75","21.419,50","618,07K","0,47%"
"29.01.2025","21.523,25","21.559,00","21.697,00","21.367,00","629,63K","-0,27%"
"28.01.2025","21.581,75","21.343,25","21.626,00","21.159,50","663,34K","1,52%"
"27.01.2025","21.258,50","21.771,00","21.771,00","20.763,75","1,06M","-2,98%"
"24.01.2025","21.911,25","22.018,50","22.078,25","21.844,00","522,90K","-0,58%"
"23.01.2025","22.038,25","21.981,75","22.050,50","21.855,50","476,29K","0,17%"
"22.01.2025","22.000,50","21.809,25","22.093,50","21.768,25","508,61K","1,34%"
"21.01.2025","21.709,50","21.600,00","21.783,50","21.377,75","662,32K","0,53%"
"17.01.2025","21.594,75","21.227,50","21.682,50","21.209,25","594,11K","1,62%"
"16.01.2025","21.249,75","21.389,00","21.567,25","21.172,25","598,63K","-0,70%"
"15.01.2025","21.400,25","20.977,00","21.452,75","20.909,00","551,81K","2,30%"
"14.01.2025","20.919,50","21.020,00","21.143,75","20.773,50","676,19K","-0,13%"
"13.01.2025","20.947,25","21.027,50","21.037,00","20.694,00","617,06K","-0,33%"
"10.01.2025","21.016,00","21.302,75","21.372,50","20.874,75","703,96K","-1,34%"
"09.01.2025","21.301,50","21.334,75","21.347,25","21.218,00","77,17K","-0,28%"
"08.01.2025","21.360,75","21.380,75","21.448,25","21.166,25","637,11K","0,00%"
"07.01.2025","21.359,75","21.781,25","21.806,00","21.279,50","645,14K","-1,77%"
"06.01.2025","21.744,50","21.532,25","21.896,75","21.478,25","574,30K","1,06%"
"03.01.2025","21.516,50","21.186,75","21.559,25","21.144,00","488,24K","1,65%"
"02.01.2025","21.167,50","21.269,00","21.490,50","20.983,75","664,74K","-0,28%"
"31.12.2024","21.226,50","21.390,25","21.524,75","21.182,00","477,28K","-0,89%"
"30.12.2024","21.416,25","21.711,00","21.742,75","21.253,00","530,98K","-1,30%"
"27.12.2024","21.698,50","21.990,75","22.008,00","21.498,75","572,60K","-1,41%"
"26.12.2024","22.008,00","22.049,50","22.111,25","21.870,25","407,12K","-0,09%"
"24.12.2024","22.028,50","21.743,25","22.049,75","21.709,00","261,20K","1,27%"
"23.12.2024","21.753,25","21.566,00","21.776,75","21.476,75","508,60K","0,87%"
"20.12.2024","21.566,50","21.429,25","21.812,25","21.006,50","864,71K","0,88%"
"19.12.2024","21.379,00","21.499,75","21.697,75","21.345,75","743,11K","-0,57%"
"18.12.2024","21.501,75","22.309,25","22.387,75","21.311,00","733,61K","-3,64%"
"17.12.2024","22.314,50","22.412,25","22.425,75","22.244,25","568,54K","-0,42%"
"16.12.2024","22.408,00","22.062,00","22.450,00","22.050,50","435,38K","1,48%"
"13.12.2024","22.082,00","21.967,25","22.184,00","21.942,50","118,26K","0,75%"
"12.12.2024","21.918,50","22.027,00","22.042,50","21.871,75","20,18K","-0,65%"
"11.12.2024","22.062,50","21.699,00","22.087,00","21.674,00","10,50K","1,81%"
"10.12.2024","21.670,00","21.737,00","21.873,25","21.619,25","4,80K","-0,37%"
"09.12.2024","21.750,75","21.911,00","21.975,00","21.707,50","7,18K","0,43%"
"06.12.2024","21.656,75","21.450,00","21.669,25","21.424,75","459,88K","0,85%"
"05.12.2024","21.473,25","21.513,25","21.567,25","21.437,50","421,04K","-0,29%"
"04.12.2024","21.536,50","21.323,00","21.548,50","21.305,75","461,92K","1,20%"
"03.12.2024","21.281,50","21.220,00","21.329,00","21.134,25","444,14K","0,30%"
"02.12.2024","21.218,00","20.995,25","21.259,75","20.940,00","475,46K","1,07%"
"29.11.2024","20.993,50","20.813,00","21.017,50","20.805,50","339,96K","0,87%"
"27.11.2024","20.813,00","20.990,75","21.019,00","20.675,00","520,03K","-0,86%"
"26.11.2024","20.993,50","20.906,25","21.024,75","20.755,00","505,25K","0,54%"
"25.11.2024","20.880,25","20.935,00","21.081,00","20.780,25","544,57K","0,15%"
"22.11.2024","20.849,75","20.794,00","20.880,00","20.693,25","541,55K","0,10%"
"21.11.2024","20.829,50","20.738,00","20.905,75","20.514,25","698,34K","0,39%"
"20.11.2024","20.749,00","20.762,25","20.843,25","20.477,00","619,49K","-0,09%"
"19.11.2024","20.767,75","20.633,25","20.792,50","20.382,50","553,62K","0,65%"
"18.11.2024","20.633,50","20.504,00","20.724,25","20.476,00","525,47K","0,68%"
"15.11.2024","20.493,75","20.977,50","20.981,50","20.405,25","691,85K","-2,47%"
"14.11.2024","21.011,75","21.167,00","21.190,25","20.950,50","561,95K","-0,70%"
"13.11.2024","21.159,50","21.178,00","21.268,50","21.056,50","533,74K","-0,14%"
"12.11.2024","21.189,50","21.221,00","21.251,75","21.054,75","511,37K","-0,13%"
"11.11.2024","21.217,75","21.249,75","21.340,75","21.098,25","456,01K","-0,06%"
"08.11.2024","21.231,25","21.224,25","21.265,00","21.121,75","401,94K","0,03%"
"07.11.2024","21.224,75","20.923,50","21.253,00","20.861,50","462,81K","1,58%"
"06.11.2024","20.894,00","20.360,50","20.935,25","20.323,50","632,41K","2,71%"
"05.11.2024","20.341,75","20.130,75","20.385,50","20.041,75","450,12K","1,27%"
"04.11.2024","20.086,00","20.138,00","20.248,50","20.013,00","520,52K","-0,33%"
"01.11.2024","20.153,25","20.071,00","20.288,00","20.017,00","554,03K","0,66%"
"31.10.2024","20.021,75","20.482,00","20.495,75","20.008,50","686,68K","-2,50%"
"30.10.2024","20.534,75","20.734,00","20.788,50","20.472,50","519,41K","-0,78%"
"29.10.2024","20.696,50","20.513,00","20.760,25","20.432,25","498,02K","0,97%"
"28.10.2024","20.497,00","20.525,50","20.676,50","20.486,00","430,12K","-0,01%"
"25.10.2024","20.498,75","20.388,50","20.707,25","20.364,00","585,93K","0,58%"
"24.10.2024","20.380,25","20.294,25","20.428,50","20.261,75","462,55K","0,79%"
"23.10.2024","20.220,50","20.521,00","20.542,50","20.079,00","619,16K","-1,57%"
"22.10.2024","20.542,00","20.536,50","20.602,25","20.360,25","476,32K","0,11%"
"21.10.2024","20.519,50","20.496,25","20.554,50","20.343,75","456,08K","0,18%"
"18.10.2024","20.483,50","20.384,00","20.529,75","20.320,75","385,57K","0,57%"
"17.10.2024","20.368,00","20.328,00","20.594,75","20.276,75","535,49K","0,09%"
"16.10.2024","20.349,50","20.334,50","20.398,50","20.206,25","417,57K","0,04%"
"15.10.2024","20.342,00","20.638,75","20.659,25","20.254,00","522,39K","-1,34%"
"14.10.2024","20.619,25","20.432,50","20.680,00","20.383,25","395,76K","0,83%"
"11.10.2024","20.450,00","20.435,00","20.494,25","20.314,75","385,31K","0,10%"
"10.10.2024","20.429,75","20.445,25","20.508,25","20.301,50","450,57K","-0,16%"
"09.10.2024","20.463,50","20.294,25","20.482,75","20.196,00","421,25K","0,81%"
"08.10.2024","20.298,50","20.025,75","20.329,50","19.902,50","444,75K","1,53%"
"07.10.2024","19.992,75","20.220,00","20.267,25","19.948,00","450,37K","-1,16%"
"04.10.2024","20.227,25","19.965,50","20.263,75","19.941,50","560,07K","1,19%"
"03.10.2024","19.990,25","20.055,50","20.113,75","19.852,00","526,77K","-0,10%"
"02.10.2024","20.009,75","19.975,25","20.090,25","19.833,50","475,60K","0,17%"
"01.10.2024","19.975,00","20.234,25","20.331,75","19.818,00","662,78K","-1,41%"
"30.09.2024","20.261,25","20.198,50","20.287,00","20.056,00","510,43K","0,20%"
"27.09.2024","20.221,50","20.345,00","20.395,75","20.173,00","435,63K","-0,61%"
"26.09.2024","20.346,25","20.242,00","20.538,00","20.188,00","509,76K","0,76%"
"25.09.2024","20.192,00","20.183,75","20.271,00","20.064,25","405,05K","0,12%"
"24.09.2024","20.167,75","20.063,25","20.214,75","19.953,00","457,13K","0,44%"
"23.09.2024","20.080,00","20.040,00","20.164,00","19.955,25","394,95K","0,26%"
"20.09.2024","20.028,25","20.066,00","20.084,00","19.860,00","479,65K","-0,30%"
"19.09.2024","20.088,00","19.648,75","20.203,00","19.636,75","615,56K","2,59%"
"18.09.2024","19.580,50","19.686,75","19.900,00","19.558,00","559,59K","-0,48%"
"17.09.2024","19.675,75","19.655,00","19.850,25","19.574,50","509,25K","0,05%"
"16.09.2024","19.665,25","19.733,00","19.784,00","19.529,00","376,50K","-0,51%"
"13.09.2024","19.767,00","19.675,50","19.813,50","19.634,75","130,64K","0,43%"
"12.09.2024","19.681,75","19.471,50","19.716,75","19.418,25","29,76K","0,92%"
"11.09.2024","19.501,75","19.064,75","19.523,50","18.773,50","21,66K","2,16%"
"10.09.2024","19.088,75","18.958,50","19.101,75","18.807,00","8,59K","0,92%"
"09.09.2024","18.915,00","18.589,50","18.955,00","18.589,50","9,06K","1,26%"
"06.09.2024","18.678,75","19.157,00","19.198,00","18.564,00","10,48K","-2,67%"
"05.09.2024","19.190,75","19.188,25","19.376,25","19.055,50","5,85K","0,01%"
"04.09.2024","19.189,50","19.219,75","19.340,75","19.055,25","6,39K","-0,23%"
"03.09.2024","19.234,50","19.850,75","19.919,25","19.143,75","4,19K","-3,14%"
"30.08.2024","19.859,00","19.694,00","19.863,75","19.606,50","1,70K","1,19%"
"29.08.2024","19.625,50","19.450,00","19.926,00","19.370,00","3,88K","-0,11%"
"28.08.2024","19.647,50","19.873,25","19.923,25","19.462,50","2,94K","-1,21%"
"27.08.2024","19.888,50","19.802,25","19.924,75","19.677,50","1,04K","0,32%"
"26.08.2024","19.824,25","20.023,00","20.078,75","19.740,00","1,25K","-1,01%"
"23.08.2024","20.025,75","19.858,50","20.135,50","19.828,00","2,17K","1,08%"
"22.08.2024","19.811,75","20.165,75","20.251,25","19.790,00","1,45K","-1,66%"
"21.08.2024","20.145,25","20.046,00","20.217,00","20.015,00","1,22K","0,49%"
"20.08.2024","20.046,50","20.107,00","20.166,25","19.980,00","0,83K","-0,24%"
"19.08.2024","20.094,50","19.896,00","20.108,25","19.766,00","0,92K","1,28%"
"16.08.2024","19.839,75","19.806,00","19.915,00","19.680,00","1,07K","0,13%"
"15.08.2024","19.814,00","19.348,00","19.832,00","19.323,50","1,73K","2,46%"
"14.08.2024","19.338,00","19.340,00","19.425,00","19.152,25","1,55K","0,06%"
"13.08.2024","19.326,25","18.858,50","19.343,50","18.851,75","1,30K","2,49%"
"12.08.2024","18.856,50","18.849,00","18.978,50","18.740,00","1,20K","0,12%"
"09.08.2024","18.833,75","18.785,00","18.880,00","18.606,00","1,24K","0,50%"
"08.08.2024","18.740,25","18.122,00","18.800,25","17.953,75","2,95K","3,11%"
"07.08.2024","18.174,50","18.272,50","18.770,00","18.049,50","2,35K","-1,18%"
"06.08.2024","18.391,00","18.397,00","18.694,50","18.175,00","2,13K","0,97%"
"05.08.2024","18.213,50","18.610,75","18.610,75","17.553,75","4,78K","-1,62%"
"03.08.2024","18.513,25","18.513,25","18.513,25","18.513,25","","-1,37%"
"02.08.2024","18.770,50","19.196,50","19.196,50","18.621,25","3,27K","-2,52%"
"01.08.2024","19.255,50","19.828,00","19.947,50","19.089,50","3,33K","-2,49%"
"31.07.2024","19.747,25","19.110,00","19.880,50","19.110,00","2,20K","2,99%"
"30.07.2024","19.173,50","19.473,50","19.560,00","18.971,00","3,35K","-1,43%"
"29.07.2024","19.450,75","19.467,25","19.620,00","19.357,50","1,39K","1,43%"
"27.07.2024","19.175,75","19.175,75","19.175,75","19.175,75","","-1,23%"
"26.07.2024","19.415,50","19.262,25","19.540,00","19.241,75","2,00K","0,95%"
"25.07.2024","19.233,25","19.512,25","19.626,25","19.118,75","4,18K","-1,08%"
"24.07.2024","19.443,25","20.130,00","20.130,00","19.420,50","3,12K","-3,63%"
"23.07.2024","20.175,25","20.228,00","20.334,25","20.123,00","0,78K","-0,37%"
"22.07.2024","20.250,75","19.990,50","20.290,00","19.972,75","1,19K","2,79%"
"20.07.2024","19.701,50","19.701,50","19.701,50","19.701,50","","-1,29%"
"19.07.2024","19.959,25","20.199,75","20.225,00","19.903,75","1,72K","-0,94%"
"18.07.2024","20.148,50","20.285,75","20.410,00","20.013,75","1,60K","-0,49%"
"17.07.2024","20.248,25","20.845,00","20.845,00","20.218,00","1,89K","-2,89%"
"16.07.2024","20.851,75","20.887,00","20.936,75","20.725,75","1,11K","0,07%"
"15.07.2024","20.836,25","20.822,25","21.049,00","20.769,75","1,02K","1,44%"
"13.07.2024","20.539,75","20.539,75","20.539,75","20.539,75","","-1,15%"
"12.07.2024","20.777,75","20.682,00","20.996,75","20.600,00","1,39K","0,40%"
"11.07.2024","20.695,25","21.150,00","21.237,75","20.634,50","1,80K","-2,19%"
"10.07.2024","21.159,50","20.946,00","21.168,75","20.945,75","1,06K","1,07%"
"09.07.2024","20.935,75","20.942,00","21.028,75","20.875,75","0,85K","0,10%"
"08.07.2024","20.915,50","20.857,75","20.940,00","20.838,75","0,67K","0,19%"
"05.07.2024","20.875,75","20.670,75","20.893,75","20.624,00","0,82K","2,38%"
"04.07.2024","20.390,50","20.404,00","20.415,75","20.368,00","56,69K","-1,33%"
"03.07.2024","20.665,50","20.490,50","20.686,50","20.460,00","0,48K","0,76%"
"02.07.2024","20.509,25","20.302,50","20.512,00","20.169,50","1,18K","1,01%"
"01.07.2024","20.304,25","20.215,00","20.325,00","20.075,00","1,00K","1,69%"
"29.06.2024","19.966,50","19.966,50","19.966,50","19.966,50","","-1,06%"
"28.06.2024","20.179,50","20.339,50","20.521,50","20.170,00","1,41K","-0,55%"
"27.06.2024","20.291,50","20.201,50","20.368,00","20.136,25","0,80K","0,13%"
"26.06.2024","20.265,00","20.220,00","20.320,00","20.161,25","0,82K","0,20%"
"25.06.2024","20.224,25","20.018,00","20.229,75","19.977,50","0,87K","1,11%"
"24.06.2024","20.003,00","20.264,00","20.283,50","19.978,00","1,24K","-0,03%"
"22.06.2024","20.009,75","20.009,75","20.009,75","20.009,75","","-1,12%"
"21.06.2024","20.235,75","20.311,50","20.333,50","20.170,00","0,59K","-0,25%"
"20.06.2024","20.286,00","20.456,50","20.601,00","20.218,25","0,73K","0,25%"
"19.06.2024","20.235,75","20.223,00","20.251,75","20.209,00","76,18K","-1,00%"
"18.06.2024","20.440,25","20.452,50","20.489,75","20.376,00","0,18K","-0,01%"
"17.06.2024","20.441,50","20.210,00","20.512,00","20.171,25","0,15K","1,25%"
"14.06.2024","20.189,25","20.118,00","20.196,00","20.007,00","0,17K","0,38%"
"13.06.2024","20.112,00","20.115,00","20.183,25","20.011,00","0,27K","0,57%"
"12.06.2024","19.998,50","19.735,00","20.105,00","19.735,00","0,18K","1,36%"
"11.06.2024","19.729,50","19.577,25","19.732,25","19.501,00","0,06K","0,70%"
"10.06.2024","19.592,75","19.546,50","19.610,25","19.465,50","0,05K","0,39%"
"07.06.2024","19.517,50","19.566,50","19.626,25","19.422,25","0,13K","-0,11%"
"06.06.2024","19.539,50","19.575,00","19.595,75","19.538,25","0,04K","-0,07%"
"05.06.2024","19.552,50","19.217,25","19.581,75","19.197,25","0,27K","1,96%"
"04.06.2024","19.176,25","19.041,00","19.218,75","19.012,50","0,03K","0,29%"
"03.06.2024","19.121,50","19.079,00","19.220,75","18.949,50","0,15K","0,28%"
"31.05.2024","19.067,50","19.056,75","19.140,50","18.747,25","0,14K","-0,08%"
"30.05.2024","19.083,50","19.200,00","19.243,25","19.120,00","0,06K","-1,03%"
"29.05.2024","19.282,00","19.380,00","19.402,75","19.238,00","0,05K","-0,71%"
"28.05.2024","19.420,75","19.354,75","19.450,75","19.349,25","0,07K","2,72%"
"27.05.2024","18.907,00","18.837,25","18.955,75","18.834,25","82,23K","0,38%"
"26.05.2024","18.836,25","18.874,75","18.886,50","18.836,25","6,25K","-2,68%"
"24.05.2024","19.355,75","19.167,50","19.400,25","19.167,50","0,01K","0,94%"
"23.05.2024","19.175,25","19.440,75","19.500,00","19.108,00","0,04K","-0,38%"
"22.05.2024","19.248,75","19.293,00","19.311,75","19.185,50","0,06K","-0,04%"
"21.05.2024","19.257,25","19.214,25","19.241,00","19.200,00","0,01K","0,20%"
"20.05.2024","19.219,75","19.134,00","19.209,00","19.108,50","0,00K","3,14%"
"18.05.2024","18.633,75","18.633,75","18.633,75","18.633,75","","-2,40%"
"17.05.2024","19.091,75","19.104,75","19.118,25","19.090,25","0,01K","-0,06%"
"16.05.2024","19.103,50","19.180,75","19.198,00","19.105,00","0,01K","-0,20%"
"15.05.2024","19.141,75","18.864,75","19.152,50","18.851,75","0,05K","1,49%"
"14.05.2024","18.860,50","18.705,25","18.850,00","18.705,25","0,02K","0,64%"
"13.05.2024","18.740,25","18.735,00","18.761,25","18.712,75","0,02K","2,75%"
"11.05.2024","18.239,25","18.239,25","18.239,25","18.239,25","","-2,46%"
"10.05.2024","18.699,00","18.725,00","18.765,00","18.640,00","0,05K","0,27%"
"09.05.2024","18.648,25","18.606,50","18.620,00","18.587,25","0,01K","0,15%"
"08.05.2024","18.620,25","18.647,50","18.676,50","18.518,25","0,09K","-0,08%"
"07.05.2024","18.634,75","18.610,50","18.694,75","18.610,50","0,02K","0,02%"
"06.05.2024","18.630,50","18.434,50","18.630,50","18.430,50","0,04K","3,36%"
"04.05.2024","18.025,50","18.025,50","18.025,50","18.025,50","","-2,22%"
"03.05.2024","18.434,50","18.209,50","18.469,00","18.209,50","0,14K","1,96%"
"02.05.2024","18.079,50","17.950,50","18.064,00","17.829,00","0,01K","1,18%"
"01.05.2024","17.868,50","17.930,50","18.048,25","17.849,25","0,01K","-0,75%"
"30.04.2024","18.003,50","18.306,00","18.320,50","17.981,50","0,04K","-1,81%"
"29.04.2024","18.335,25","18.286,00","18.340,00","18.240,00","0,02K","2,79%"
"27.04.2024","17.836,75","17.836,75","17.836,75","17.836,75","","-2,42%"
"26.04.2024","18.279,00","18.200,00","18.329,25","18.164,75","0,01K","1,55%"
"25.04.2024","18.000,75","17.888,00","18.011,25","17.755,00","0,04K","-0,54%"
"24.04.2024","18.097,75","18.100,00","18.200,00","17.917,00","0,04K","0,33%"
"23.04.2024","18.038,50","17.809,00","18.085,75","17.809,00","0,01K","1,43%"
"22.04.2024","17.784,00","17.676,00","17.850,00","17.636,00","0,02K","3,52%"
"20.04.2024","17.179,25","17.179,25","17.179,25","17.179,25","","-2,47%"
"19.04.2024","17.614,00","17.948,00","17.955,00","17.565,00","0,11K","-2,08%"
"18.04.2024","17.988,00","18.125,00","18.201,25","17.975,50","0,03K","-0,63%"
"17.04.2024","18.101,75","18.360,75","18.403,00","18.103,00","0,02K","-1,22%"
"16.04.2024","18.325,00","18.328,50","18.374,75","18.244,00","0,02K","0,02%"
"15.04.2024","18.321,50","18.640,25","18.774,25","18.330,25","0,06K","0,82%"
"13.04.2024","18.172,50","18.172,50","18.172,50","18.172,50","","-2,42%"
"12.04.2024","18.622,50","18.850,00","18.850,00","18.584,00","0,02K","-1,61%"
"11.04.2024","18.926,75","18.604,50","18.943,00","18.589,00","0,04K","1,56%"
"10.04.2024","18.636,75","18.806,50","18.806,50","18.500,00","0,08K","-0,84%"
"09.04.2024","18.795,00","18.785,00","18.823,00","18.650,75","0,03K","0,34%"
"08.04.2024","18.730,75","18.783,25","18.797,50","18.685,75","0,03K","-0,03%"
"05.04.2024","18.735,75","18.571,50","18.805,00","18.534,25","0,04K","1,21%"
"04.04.2024","18.511,75","18.995,50","18.995,50","18.550,75","0,03K","-1,59%"
"03.04.2024","18.810,25","18.740,00","18.879,00","18.727,00","0,01K","0,23%"
"02.04.2024","18.766,75","18.850,00","18.850,00","18.648,25","0,01K","-0,90%"
"01.04.2024","18.937,00","19.035,00","19.035,00","18.957,75","0,05K","0,11%"
"28.03.2024","18.916,00","18.928,50","18.930,50","18.892,75","0,01K","-0,12%"
"27.03.2024","18.938,00","18.880,00","18.880,00","18.880,00","0,00K","0,29%"
"26.03.2024","18.883,00","18.998,75","19.030,00","18.970,00","0,01K","-0,34%"
"25.03.2024","18.947,50","18.567,00","18.601,25","18.414,75","456,25K","-0,26%"
"22.03.2024","18.996,25","18.580,50","18.626,00","18.492,00","511,96K","0,06%"
"21.03.2024","18.984,25","19.080,00","19.125,00","19.072,00","0,02K","0,45%"
"20.03.2024","18.898,50","18.764,50","18.900,00","18.764,50","0,01K","1,12%"
"19.03.2024","18.689,50","18.585,00","18.593,25","18.540,75","0,01K","0,21%"
"18.03.2024","18.651,00","18.500,00","18.700,00","18.500,00","0,01K","0,89%"
"15.03.2024","18.486,25","18.453,00","18.453,00","18.450,00","0,00K","-1,14%"
"14.03.2024","18.699,00","18.342,00","18.428,25","18.161,25","818,47K","-0,30%"
"13.03.2024","18.755,50","18.818,00","18.818,00","18.818,00","0,00K","-0,80%"
"12.03.2024","18.906,00","18.253,00","18.491,00","18.174,00","763,54K","1,41%"
"11.03.2024","18.643,00","18.301,50","18.309,75","18.138,00","723,53K","3,25%"
"09.03.2024","18.056,00","18.056,00","18.056,00","18.056,00","","-3,58%"
"08.03.2024","18.726,00","18.526,00","18.691,25","18.260,75","163,90K","-1,42%"
"07.03.2024","18.996,00","18.857,00","18.890,00","18.857,00","0,00K","1,50%"
"06.03.2024","18.715,00","18.220,00","18.418,00","18.185,00","11,28K","0,62%"
"05.03.2024","18.600,00","18.491,00","18.500,50","18.075,00","9,98K","-1,78%"
"04.03.2024","18.937,00","18.336,00","18.377,75","18.234,25","569,34K","-0,38%"
"01.03.2024","19.010,00","18.075,00","18.372,75","18.029,50","639,15K","1,39%"
"29.02.2024","18.750,00","17.870,00","18.109,50","17.826,00","680,15K","0,92%"
"28.02.2024","18.579,00","18.017,50","18.019,75","17.846,25","553,73K","-0,57%"
"27.02.2024","18.685,00","17.951,00","18.040,25","17.908,75","567,82K","0,24%"
"26.02.2024","18.640,00","17.961,50","18.059,50","17.922,00","526,17K","3,78%"
"24.02.2024","17.960,75","17.960,75","17.960,75","17.960,75","","-3,71%"
"23.02.2024","18.653,00","18.023,25","18.144,75","17.946,00","659,73K","-0,30%"
"22.02.2024","18.709,00","18.705,50","18.705,50","18.705,50","0,00K","2,96%"
"21.02.2024","18.172,00","17.573,00","17.723,00","17.372,75","731,45K","-0,38%"
"20.02.2024","18.242,00","17.729,25","17.807,50","17.452,50","889,29K","2,78%"
"19.02.2024","17.748,25","17.778,50","17.806,50","17.739,50","103,12K","-0,16%"
"18.02.2024","17.777,00","17.721,50","17.792,50","17.721,50","6,49K","0,31%"
"17.02.2024","17.721,50","17.721,50","17.721,50","17.721,50","","-3,59%"
"16.02.2024","18.382,00","17.952,00","18.026,00","17.715,00","744,63K","-0,89%"
"15.02.2024","18.548,00","17.870,00","17.968,25","17.780,50","657,77K","0,19%"
"14.02.2024","18.512,00","17.703,00","17.887,00","17.669,25","688,09K","1,13%"
"13.02.2024","18.305,00","17.928,50","17.963,25","17.542,00","858,23K","-1,55%"
"12.02.2024","18.594,00","18.040,00","18.121,50","17.911,25","538,13K","-0,40%"
"09.02.2024","18.668,00","18.705,25","18.705,50","18.705,25","0,00K","0,94%"
"08.02.2024","18.493,25","17.856,25","17.896,50","17.792,25","471,37K","0,34%"
"07.02.2024","18.431,00","17.645,75","17.875,50","17.629,75","613,34K","1,00%"
