Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,Média movel curta,Média movel longa,Sinal,EMA10,EMA30,EMA200,ROC10,ROC30,MOM10,MOM30,RSI10,RSI30,RSI200,%K10,%D10,%K30,%D30,%K200,%D200,simple_rtn,log_rtn
2024-10-07,62245.6,62819.8,64449.3,62175.8,"86,27K","-0,91%",63470.01000000001,66984.17666666667,0.0,63291.88763322819,68639.49422715208,,-7.945085546874417,-10.274931277991515,-5172.799999999996,-13340.700000000004,32.46881235525166,33.32222012203724,,34.03480893737185,27.5943694193201,21.870881831416423,16.13311439133847,,,0.0014254227198866598,0.0014244077692960827
2024-10-06,62819.4,62062.0,62934.5,61495.4,"31,72K","1,22%",62990.159999999996,66765.7,0.0,63205.980790823065,68264.00337410763,,-6.348030263501172,-7.4126587353055635,-4798.499999999993,-6554.299999999996,36.34755481809856,34.257231594251635,,42.803731906428,36.640687655707865,25.82984331123181,21.828429319911674,,,0.009218322258922829,0.009176092850760894
2024-10-05,62061.4,62085.5,62366.8,61705.7,"30,15K","-0,03%",62488.55,66572.78666666667,0.0,62997.8751924916,67863.83451432183,,-6.083832589052636,-9.754600870151933,-5016.0999999999985,-5787.4000000000015,33.52152657618248,33.613097536138824,,40.342390790309295,39.06031054470305,20.599984820991224,22.766903321213153,,,-0.012066336195506455,-0.012139725386673274
2024-10-04,62081.0,60751.4,62471.7,60469.3,"72,71K","2,19%",62088.479999999996,66349.83333333333,0.0,62831.17061203858,67490.74763152256,,-1.2563841141132088,-10.450366241716653,-4000.699999999997,-6688.600000000006,33.66969567640625,33.64647075901878,,55.927125204704474,46.3577493004806,20.735215990395854,22.388348040872966,,,0.0003158162722722846,0.0003157664128107119
2024-10-03,60751.2,60642.0,61468.9,59904.4,"82,43K","0,17%",61876.51000000001,66064.01333333334,0.0,62452.99413712247,67055.93725095148,,-3.882439866403188,-12.597256111597071,-2119.7000000000044,-8574.600000000006,28.82626843634891,32.499771415404695,,31.18021438142024,42.48324345881134,11.560195119258715,17.631798643548603,,,-0.02142040237753906,-0.02165314888066166
2024-10-02,60645.7,60834.2,62339.8,60002.7,"98,94K","-0,31%",61620.56999999999,65768.62999999999,0.0,62124.39520310021,66642.37279573386,,-2.9659484731053487,-13.710661935237864,-2559.4000000000015,-8861.5,28.465313338945023,32.40912164766462,,29.216912312044034,38.77475063272292,10.832292651289873,14.37590125364815,,,-0.0017365912113670445,-0.001738100833869349
2024-10-01,60835.5,63329.9,64125.3,60195.9,"134,93K","-3,95%",61454.18000000001,65453.753333333334,0.0,61890.05062071836,66267.7351957601,,0.8609627264317098,-15.912439631889294,-1663.9000000000015,-9446.300000000003,30.212124544130333,32.75817585814367,,32.74899508709247,31.048707260185584,12.141827138687866,11.511438303078819,,,0.003129653050422343,0.003124765880423732
2024-09-30,63339.2,65607.0,65607.0,62901.1,"101,70K","-3,46%",61756.479999999996,65153.46666666667,0.0,62153.53232604229,66078.79713669987,83710.19946229705,4.470482674900367,-12.912344769174922,3023.0,-9008.600000000006,48.60637554591721,37.18485929738049,,60.23217479746074,40.73269406553242,29.41622912023845,17.463449636738734,8.501003929982113,,0.041155246525466094,0.040330910622741536
2024-09-29,65607.1,65862.8,66065.7,65436.8,"32,60K","-0,39%",62254.31000000001,64916.02333333333,0.0,62781.45372130732,66048.36501748377,83502.200016076,5.550621812507048,-6.214074657525434,4978.300000000003,-7123.299999999988,59.381555289363654,40.83467632187194,47.19761707776653,92.55676561764577,61.845978500733,58.69496841216074,33.417674890362356,13.022975740186524,,0.03580563063632014,0.03517951101944787
2024-09-28,65866.5,65775.6,66232.5,65438.1,"35,00K","0,14%",62625.26000000001,64779.770000000004,0.0,63342.37122652417,66036.6317740011,83299.882317284,5.817117997095379,-3.14405202001042,3709.5,-4087.600000000006,60.435752228817975,41.23866365406838,47.23815928768202,94.2162734470062,82.33507128737091,65.20148630354005,51.104227945313085,13.540194086483536,11.688057918884057,0.003953840361790029,0.003946044477352045
2024-09-27,65776.3,65168.8,66440.7,64839.2,"80,55K","0,92%",62978.329999999994,64705.49333333333,0.0,63784.9037307925,66019.83615351866,83099.15630461246,4.706985421700942,-1.9534394247452551,3530.7000000000044,-2228.300000000003,59.83574946303123,41.13762221787833,47.22548732664532,89.83522788121728,92.2027556486231,64.33543604958187,62.743963588427555,13.360344067840552,13.307837964836871,-0.0013694366635542687,-0.0013703751988829924
2024-09-26,65175.7,63157.2,65770.9,62693.3,"96,06K","3,20%",63213.96000000001,64641.79,0.0,64037.77577973932,65965.37568929918,82894.15828009885,5.018094983355186,-2.2806191601396257,2356.2999999999956,-1911.1000000000058,55.7415004232963,40.454862788448,47.14086127374918,80.64654315132414,88.23268149318254,58.568808748835785,62.701910367319236,12.162806138827463,13.021114764383851,-0.009130948381103954,-0.009172891002774545
2024-09-25,63156.5,64262.9,64788.4,62952.8,"62,72K","-1,71%",63323.47000000001,64523.780000000006,0.0,63877.54381978671,65784.1576936533,82668.74569921433,1.73241410415425,-7.383618192883278,1095.0999999999985,-3540.300000000003,44.39422700689755,38.24713897747487,46.8571514011154,49.75444823524013,73.41207308926052,39.18157290856546,54.028605902327705,8.136717916611008,11.219956041093008,-0.0309808717052521,-0.031470927043948944
2024-09-24,64256.8,63335.9,64664.1,62740.8,"76,71K","1,46%",63541.05,64392.62333333334,0.0,63946.49948891639,65685.61838117524,82458.78201354374,5.77042099579927,-3.6105106677247054,2175.800000000003,-3934.699999999997,50.495829596514476,40.09014728680125,47.03173417314645,66.58813089974457,65.66304076210294,49.74604180468745,49.1654744873629,10.330608997685088,10.210044351041187,0.017421801398114223,0.017271781718431935
2024-09-23,63331.8,63575.4,64723.4,62650.0,"75,66K","-0,38%",63799.11,64281.55999999999,0.0,63834.73594547704,65533.758977330464,82240.98084836014,4.429168102602503,-6.073949275738462,2580.600000000006,-3331.899999999994,45.80132089143547,39.075924535029955,46.901552062487205,51.71015843429646,56.0175791897604,40.86470605179022,43.26410692168105,8.486249050403876,8.984525321566657,-0.014395363603540767,-0.014499982077928244
2024-09-22,63572.7,63351.2,63998.2,62394.6,"48,86K","0,35%",64091.81,64153.07333333334,0.0,63787.0930462994,65407.2389237148,82028.70797457239,4.4993465986142915,-5.638305925520223,2927.0,-3854.600000000006,47.22118515550648,39.48835711522274,46.939993498380055,54.07378939277475,57.45735957560527,43.177693925166324,44.596147260548,8.966580197755263,9.261146081948077,0.0038037763019524995,0.0037965602379483603
2024-09-21,63348.1,63201.2,63526.3,62778.6,"33,20K","0,23%",64343.06999999999,64018.96666666667,1.0,63707.276128790414,65274.39113374303,81816.59624265107,0.014051329982067118,-8.23172365838289,2512.5999999999985,-4023.2000000000044,45.973524811726485,39.232202071327535,46.90817232736071,23.565902968290462,43.11661693178723,41.43656589756275,41.8263219581731,8.51874966352893,8.65719297056269,-0.0035329630486041763,-0.003539218700893914
2024-09-20,63201.2,62942.4,64085.1,62367.1,"90,65K","0,42%",64329.270000000004,63824.65666666666,1.0,63615.26228719216,65140.636756404914,81605.52140039836,-3.6671335876757376,-7.562744983326512,-138.0,-5829.300000000003,45.10740716524717,39.06076297489298,46.887278542354856,20.47574626865669,32.705146209907305,41.61035240957777,42.074870744102284,8.225845364874214,8.5703917420528,-0.00231893300667263,-0.0023216258957090173
2024-09-19,62938.6,61754.8,63849.6,61596.5,"120,17K","1,91%",64062.42,63643.543333333335,1.0,63492.23278042995,64998.56975895552,81394.15580451823,-4.445203555677016,-8.015567841854589,-2668.5000000000073,-5433.4000000000015,43.480387121577195,38.74764451429099,46.849787623778155,27.70529705627347,23.91564876440688,38.96173320154116,40.66955050289389,7.702246530110922,8.148947186171354,-0.0041549843990303925,-0.004163640331872829
2024-09-18,61757.6,60308.5,61757.6,59210.7,"105,57K","2,40%",63651.52999999999,63421.36,1.0,63176.845002169954,64789.47478442702,81172.11584211809,-6.10964739579454,-8.396520831108417,-4108.9000000000015,-6665.500000000007,36.84020820268892,37.35452120762826,46.681076385839845,35.22683264177042,27.802625322233535,28.79521565006391,36.45576708706094,5.347447505528097,7.091846466837744,-0.018764319511396788,-0.01894260312463333
2024-09-17,60309.1,58213.1,61309.0,57630.2,"106,30K","3,60%",63104.81,63184.38333333333,0.0,62655.43681995723,64500.41815096577,80936.52745527252,-7.466893336013267,-10.808972180443337,-5467.200000000004,-7109.299999999996,30.493848178763955,35.72482656071708,46.47477639168151,32.9074895279276,31.946539741990506,24.898691352516934,30.885213401374,5.191827653570655,6.080507229736558,-0.02345460315815384,-0.023734040404631052
2024-09-16,58213.1,59126.2,59204.3,57527.8,"87,60K","-1,56%",62408.55,62870.89,0.0,61847.739216328635,64094.78446488898,80680.27488073421,-7.827222851171299,-13.215161566844325,-6962.5999999999985,-9404.799999999996,23.87984496118301,33.53477425401731,46.17799061532746,9.438613888659281,25.857645352785777,6.6572114123623845,20.117039471647743,1.3255114040788452,3.954928854392532,-0.03475429081183434,-0.03537258913317729
2024-09-15,59138.5,59995.6,60377.6,58717.9,"47,01K","-1,43%",62006.75,62606.25666666667,0.0,61355.15026790524,63775.023987322485,80437.66970927326,-7.965382652108419,-10.506993615479017,-4018.0,-7939.0,31.200244277568302,35.34506167618356,46.330070556140285,22.384512757796397,21.576872058127766,17.999061326658282,16.518321363845867,3.1154256800668403,3.2109215792387804,0.01589676550467156,0.015771735238526343
2024-09-14,59995.4,60514.8,60609.4,59494.3,"44,47K","-0,85%",61580.61,62403.38,0.0,61107.92294646793,63531.177143268535,80207.74886908493,-5.268127544140545,-4.573658083469459,-4261.4000000000015,-6086.299999999996,37.39471549519387,36.98902879848427,46.47083082797362,34.29317916504529,22.03876860383366,27.68571396515164,17.447328901390765,4.772846841828363,3.0712613086580163,0.0144897148219858,0.014385742057856563
2024-09-13,60511.6,58134.4,60625.4,57656.8,"102,12K","4,09%",61298.590000000004,62324.73666666667,0.0,60999.50059256466,63336.365613630725,79986.50685971085,-4.815117180802449,-4.261523199868365,-2820.2000000000044,-2359.300000000003,40.953153464561076,37.97188754282556,46.55569322551935,45.50348466594479,34.060392196262164,33.47731939099505,26.38736489426832,5.771284003342299,4.553185508412501,0.008603992972794572,0.008567189578682053
2024-09-12,58134.5,57335.5,58484.1,57329.6,"98,42K","1,39%",60754.770000000004,62155.71666666667,0.0,60478.59139391653,63000.76121766045,79741.36302472795,-8.230081091619162,-6.98390704550764,-5438.199999999997,-5070.5999999999985,31.726281045924225,35.34548333329286,46.216592213982985,11.914736140922233,30.57046665730411,8.834279066194,23.33243747411356,1.5508969344303383,4.031675926533667,-0.039283377071503645,-0.04007579078234378
2024-09-11,57338.7,57638.0,57975.9,55576.6,"102,15K","-0,51%",60153.83,61983.693333333336,0.0,59907.70204956807,62635.46677974984,79490.36002824202,-9.27593146965564,-4.936484725496633,-6009.4000000000015,-5160.700000000004,29.2729944264007,34.518622211709925,46.10360622620592,20.709878356937164,26.042699721268065,16.21947515210647,19.510357869765173,3.284313725490193,3.5354982210876105,-0.013688945462677071,-0.01378350299686905
2024-09-10,57635.0,57045.6,58019.9,56415.3,"77,65K","1,03%",59597.21,61894.32,0.0,59494.48349510115,62312.85588278322,79245.79576311416,-8.426625314195102,-4.937917293431509,-5566.199999999997,-2681.199999999997,31.4654162170239,35.10337424083369,46.15286616805341,24.88093799105526,19.16851749630489,18.94680645428523,14.666853557528567,3.8365764556773305,2.890595705199287,0.005167539550076983,0.0051542336371117325
2024-09-09,57049.6,54868.0,57956.7,54595.4,"105,33K","3,99%",59008.31,61775.013333333336,0.0,59049.959223264574,61973.29085224022,78997.72508022383,-7.62335323911551,-8.216934536737618,-5889.0,-3579.2000000000044,29.460667352866068,34.47416938824598,46.06925902171688,34.266007651280304,26.618941333090916,20.718766092880703,18.628349233090802,4.492140310287511,3.871010163818345,-0.01015702264249152,-0.010208957162985623
2024-09-08,54861.3,54161.4,55292.7,53642.4,"51,99K","1,30%",58318.68000000001,61531.823333333334,0.0,58288.384819034654,61514.452562242914,78728.30019080474,-9.033130986865988,-11.863167838369291,-6896.299999999996,-7295.699999999997,23.29588956487106,32.23952109464888,45.757842731610715,15.898833902903526,25.015259848413034,9.523921145777187,16.396497897647706,2.192810445758122,3.507175737240988,-0.038357850011218275,-0.03911288297883053
2024-09-07,54156.5,53965.0,54819.2,53754.3,"58,11K","0,35%",57703.42,61262.18666666666,0.0,57537.13303375562,61039.745780309844,78454.34751251561,-6.968534573833035,-13.790166731933132,-6152.5999999999985,-8089.0999999999985,21.672925478147093,31.557957249526638,45.65793885147677,7.362165258484871,19.17566893755624,4.016939749810511,11.419875662822799,0.924869841795263,2.536606865946965,-0.012846943109259268,-0.012930178733575135
2024-09-06,53966.8,56179.7,56969.1,52644.6,"155,84K","-3,94%",57278.79,60967.1,0.0,56887.981573072786,60583.426549320495,78181.66107491765,-8.745064551857077,-13.04288978334359,-4246.299999999996,-8852.599999999999,21.230591170914153,31.3732845730172,45.630989082171766,16.56726142742587,13.276086862938094,9.583867904697737,7.708242933428479,2.336702954898919,1.818127747484101,-0.003502811296889563,-0.0035089605042551743
2024-09-05,56183.2,57970.7,58318.9,55744.6,"90,36K","-3,09%",56983.259999999995,60771.159999999996,0.0,56759.83946887773,60299.540879133514,77936.98246249753,-6.354153818459422,-9.500169133873493,-2955.300000000003,-5878.200000000004,37.729455492354774,35.90655320338716,46.00522735186214,44.3389133921411,22.75611335935062,25.64927769442088,13.083361782976377,6.253711296479566,3.1717613643912492,0.0410696947011866,0.04024873715278277
2024-09-04,57973.4,57490.4,58508.8,55732.1,"108,44K","0,86%",56781.06,60634.24,0.0,56980.48683817269,60149.46723132014,77715.19685069796,-4.194567653144186,-4.572419968659049,-2022.0,-4107.5999999999985,47.58275259240768,39.25910939085276,46.30525335205334,66.77024859663193,42.55880780539963,38.62540862997516,24.619518076364596,9.417503181111272,6.002639144163251,0.031863617593871574,0.03136650483201806
2024-09-03,57479.8,59133.7,59799.7,57436.9,"74,77K","-2,80%",56477.880000000005,60525.193333333336,0.0,57071.27104941403,59977.23058989822,77490.65182060245,-1.1261815273202609,-5.220320649279329,-3031.7999999999956,-3271.399999999994,45.382761500719795,38.68198681252944,46.23406322706469,67.57697306816125,59.5620450189781,35.04758591196066,33.10742407878556,8.54517178000849,8.072128752533109,-0.008514249638627347,-0.008550702924479826
2024-09-02,59134.0,57309.0,59416.6,57185.8,"73,18K","3,17%",56577.83,60474.80333333334,0.0,57446.3126767933,59922.82860280787,77287.18780905387,3.1310441290088593,-2.7968866862276136,999.5,-1511.699999999997,53.40477092322931,41.65545959402535,46.511040049693214,90.69614680437734,75.01445615639018,47.037931009488204,40.236975183808006,11.468613035487065,9.810429332202276,0.028778805771766836,0.028372473367327452
2024-09-01,57315.7,58975.7,59058.7,57232.4,"63,95K","-2,82%",56575.530000000006,60357.47666666667,0.0,57422.56491737633,59754.6267182782,77066.07572633355,-0.5540036436193335,-9.509908555839038,-23.0,-3519.800000000003,45.281843991026214,39.47856201047457,46.247842325863374,65.28350407401713,74.5188746488519,33.85811932357694,38.64787874834193,8.255160469390637,9.422981761628732,-0.030748807792471355,-0.031231472400873712
2024-08-31,58978.6,59120.4,59447.0,58761.1,"30,86K","-0,24%",56709.89,60212.12333333333,0.0,57705.48038694427,59704.560467477524,76866.04653214841,3.3812682297509533,-10.103327231351495,1343.5999999999985,-4360.5999999999985,52.60682319563793,42.32984946503818,46.525971467434076,88.52426940224457,81.50130676021301,45.91152572103711,42.26919201803408,11.193977095998868,10.305916866958858,0.02901299294957571,0.028600083545349764
2024-08-30,59119.7,59371.7,59817.6,57874.7,"87,31K","-0,43%",56916.9,59995.87666666667,0.0,57962.61122568167,59666.82752639867,76670.00723859643,7.762120110168724,-10.243143327791826,2070.0999999999985,-6487.400000000009,53.197516721000554,42.56735553633048,46.54955667510942,90.27045866443606,81.35941071356592,46.93427852798979,42.23464119086794,11.443340873745225,10.29749281304491,0.0023923931731169024,0.002389535956718819
2024-08-29,59373.5,59027.3,61150.6,58807.1,"87,19K","0,61%",57368.119999999995,59779.443333333336,0.0,58219.13645737591,59647.90316624735,76479.1464805425,9.633192691551336,-9.734205177244695,4512.199999999997,-6493.0,54.335017697076296,43.00412764432807,46.59214038534152,79.10768869033625,85.96747225233896,48.77392886395432,47.20657770432707,11.891877562561856,11.509731844101983,0.004292985248572023,0.004283796675618769
2024-08-28,59016.0,59425.6,60198.4,57912.1,"109,47K","-0,73%",57854.06999999999,59554.1,0.0,58364.020737853025,59607.135212763766,76286.65565385179,9.356122653186768,-9.450914988254821,4859.5,-6760.300000000003,52.34392674146998,42.53279481608976,46.539650375971085,74.90477310134025,81.42764015203751,48.539192308571366,48.08246656683849,11.260073519015977,11.531763985107686,-0.0060212047462251395,-0.006039405295790434
2024-08-27,59450.9,62832.2,63201.4,58187.3,"108,53K","-5,40%",58402.48,59363.27333333333,0.0,58561.63514915248,59597.05551993527,76101.2791660551,5.816151447407774,-5.867329570194673,5484.0999999999985,-5724.799999999996,54.59300664360914,43.31464765228567,46.61318439214025,49.78779805336513,67.93341994834721,56.04753042704921,51.1202171998583,12.028665347094588,11.726872142890807,0.00736918801680897,0.007342168212276996
2024-08-26,62846.2,64240.7,64472.5,62841.1,"68,89K","-2,22%",59068.77999999999,59352.93,0.0,59340.646940215665,59806.677777187295,75955.48371316858,8.405234124615763,-2.1952540431518623,6663.0,-310.3000000000029,67.78242652247607,48.926573658709565,47.18320973146497,81.39330007779961,68.695290410835,84.45872106500643,63.01514793354233,18.029124840944434,13.772621235685,0.05711099411447096,0.05553970999804319
2024-08-25,64273.2,64160.7,64939.2,63796.6,"41,61K","0,18%",59698.759999999995,59353.47666666666,1.0,60237.47476926737,60094.84054333231,75827.12242065194,11.818760677664143,1.4864570405388668,6299.799999999996,16.39999999999418,71.63061378795301,51.03424373031693,47.42034742734502,91.41022003250187,74.19710605455553,94.582987653116,78.36307971505721,20.551039163014277,16.869609783684435,0.022706225674742564,0.02245227630004935
2024-08-24,64159.3,64061.7,64458.9,63579.5,"54,14K","0,17%",60366.71,59381.060000000005,1.0,60950.53390212784,60357.06376991742,75699.05288871209,8.498156728785474,0.9227231185713456,6679.5,827.5,70.87978142856555,50.860937170849844,47.403274279484044,89.94118709211449,87.58156906747199,93.65656467066847,90.8994244629303,20.34974551109855,19.643303171685755,-0.0017721227510065773,-0.001773694818067299
2024-08-23,64053.1,60374.7,64830.1,60354.4,"125,50K","6,10%",60858.619999999995,59397.073333333334,1.0,61514.63682901368,60595.51775072743,75571.35442864231,11.754894383214376,1.1128984136856512,4919.0999999999985,480.40000000000146,70.1183439615584,50.69488616187288,47.387286489947115,88.50236155083823,89.95125622515154,92.7927708099491,93.67744104457786,20.162059946274564,20.354281540129133,-0.0016552549669339722,-0.0016566264150432212
2024-08-22,60372.2,61158.3,61399.7,59815.8,"74,39K","-1,29%",61164.27,59297.87666666667,1.0,61306.921041920294,60581.11015218336,75404.86388956901,2.362890946885817,-4.476180832009519,3056.5,-2975.9000000000015,49.598722107617235,45.382404739259236,46.837016627784294,35.352820440229316,71.26545636106069,62.85361052819937,83.10098200293898,13.656864131203161,18.05622319619209,-0.05746638336005594,-0.05918369277355511
2024-08-21,61158.1,59010.0,61812.0,58831.1,"91,31K","3,65%",61382.219999999994,59229.77333333334,1.0,61279.862670662056,60618.335307819776,75248.96225011381,3.4479200672533885,-2.8289475774802746,2179.5,-2043.0999999999985,52.87062315257181,46.617967760658935,46.969156114046676,46.477457711090686,56.77754656738608,69.24584777056594,74.96407636957146,15.045772656581363,16.288232244686363,0.013017580939571616,0.01293358043635083
2024-08-20,59005.8,59470.3,61331.6,58612.0,"69,77K","-0,78%",61370.83,59098.68,1.0,60866.39673054168,60514.30076094394,75071.39039716085,-0.6192998559963571,-4.455807868181399,-113.89999999999418,-3932.7999999999956,44.149416319322334,43.81016868757083,46.65001154286236,15.564030681219915,32.464769610846645,51.739788199697465,61.27974883282092,11.242047221829498,13.314894669871341,-0.03519239479316716,-0.035826570363218645
2024-08-19,59470.9,58445.8,59598.5,57872.0,"49,19K","1,75%",61380.56999999999,59022.456666666665,1.0,60612.670052261376,60446.98457622822,74901.01158276715,0.7708079164972235,-1.3898400075610433,97.40000000000146,-2286.699999999997,46.277173362107675,44.55666696557417,46.7286235844286,22.62423590672405,28.22190809967822,55.5227498251265,58.83612859846331,12.0640110278524,12.783943635421087,0.007882275979649522,0.00785137312599985
2024-08-18,58446.3,59485.4,60216.3,58436.1,"30,82K","-1,74%",61323.6,58960.363333333335,1.0,60218.78458821385,60317.90814013404,74721.47784802278,-1.6897977995286841,0.4005971164566126,-569.6999999999971,-1862.7999999999956,42.32981801147594,43.24730008793469,46.57667098942375,8.126273488793343,15.438180025579108,47.18900980918456,51.48384927800284,10.253251802629725,11.186436684103874,-0.01722859415277045,-0.017378733337907
2024-08-17,59483.1,58877.8,59659.5,58825.5,"18,51K","1,03%",61326.81999999999,59002.69666666666,1.0,60085.02375399315,60264.04954583359,74555.37480994541,-5.351317979448238,0.5826999332076372,32.19999999999709,1270.0,47.37662001819816,44.94101665700611,46.75276304592087,22.796864387593377,17.849124594370263,55.62198038163096,52.777913338647345,12.085571893114661,11.467611574532262,0.017739360746531263,0.017583854646022242
2024-08-16,58877.2,57545.1,59817.3,57129.1,"64,01K","2,33%",60929.920000000006,58993.986666666664,1.0,59865.4194350853,60174.57537441506,74384.64005719463,-8.395412084663592,-1.8638095587328434,-3969.0,-261.3000000000029,44.829261989265895,44.144562746039504,46.662427426035656,22.38255592117897,17.76856459918857,50.693800530314114,51.16826357370988,11.014774494556761,11.117866063433715,-0.01018608646825736,-0.010238319650901266
2024-08-15,57534.6,58710.1,59831.4,56275.7,"81,47K","-2,00%",60256.06,58911.96,1.0,59441.6340832516,60004.25436974707,74201.31600690386,-10.325393200985678,-4.919717872275729,-6738.5999999999985,-2460.800000000003,39.58846050263012,42.42122687362406,46.462497911770704,14.716403254465552,19.965274521079305,39.77355912351765,48.696446678487575,8.642018945284885,10.580788444318769,-0.022803394183147252,-0.02306741298070669
2024-08-14,58707.8,60594.6,61543.0,58491.2,"64,79K","-3,11%",59710.91000000001,58851.833333333336,1.0,59308.20970447858,59920.61214647735,74032.90711976081,-8.345107418688551,0.9861614015773815,-5451.5,-1803.7999999999956,45.746554920448006,44.38387351389611,46.66319400523914,28.43098288600025,21.843314020548263,49.31595985229292,46.59443983537489,10.715396578538108,10.124063339459918,0.020391208073055278,0.020186091091064895
2024-08-13,60595.2,59350.2,61537.0,58492.4,"62,92K","2,10%",59365.119999999995,58933.85666666667,1.0,59542.207940027925,59964.1339463345,73886.97829311501,0.3693753085029203,5.6794102412506735,-3457.9000000000015,2460.699999999997,54.10851253204575,47.369479720329544,46.984524756399715,78.02142224951677,40.38960279666086,64.66741496266654,51.252311312825704,14.050968471652759,11.136127998491917,0.03214905004105062,0.03164308496495461
2024-08-12,59350.0,58711.7,60606.2,57689.0,"79,31K","1,08%",59262.9,59000.9,1.0,59507.26104184103,59924.51239897765,73729.25519771196,-2.956435860499261,2.975622451635291,-1022.1999999999971,2011.300000000003,48.61575614783218,45.695301261238825,46.79758537119495,55.529866517349156,53.9940905509554,54.539391277471424,56.174255364143626,11.850346387671427,12.20557047928743,-0.020549482467258073,-0.020763560961686568
2024-08-11,58713.3,60929.8,61677.3,58388.7,"41,06K","-3,64%",59018.42,59036.84333333334,0.0,59362.90448877903,59846.36965907265,73566.48172637244,-0.4957139806595284,2.916234294368417,-2444.7999999999956,1078.300000000003,45.964795372076516,44.856711488822384,46.702096007118705,45.1273696682465,59.559552811704144,49.36069493924166,56.18916705979321,10.725116640746506,12.208810500023565,-0.01072788542544223,-0.010785844076849004
2024-08-10,60931.7,60844.5,61344.5,60264.2,"22,91K","0,13%",59211.009999999995,59166.246666666666,1.0,59648.140036273755,59916.39097515187,73429.64201545992,2.4563273802817776,11.064994814195058,1925.8999999999942,3882.0999999999985,55.383375995235674,48.277940082264486,47.080217645685664,86.19668246445488,62.28463955001684,67.40438891871227,57.10149171180845,14.645659550402938,12.407040859606957,0.03778360269308645,0.037087287762203526
2024-08-09,60850.6,61697.8,61712.3,59570.2,"69,55K","-1,38%",59348.979999999996,59365.89000000001,0.0,59866.76912058761,59976.66252817081,73293.52579033546,4.113690687006698,12.360658462049798,1379.699999999997,5989.299999999996,54.9940059801301,48.16492807165941,47.06794877497039,84.15002023323395,71.82469078864511,66.74474972752266,61.1699445284922,14.502332814930014,13.29103633535982,-0.00133099847862439,-0.0013318850438647485
2024-08-08,61699.7,55112.8,62563.5,54786.9,"109,77K","11,94%",59674.31999999999,59617.33,1.0,60200.029280480776,60087.826241256495,73168.17959509285,3.726436584508875,14.328994863508665,3253.399999999994,7543.199999999997,58.396580053010226,49.44663054071818,47.2126960895617,88.89231797957973,86.41300689242286,73.65103378719112,69.26672414447535,16.002933691502893,15.050308685611947,0.013953847620236992,0.013857388965725618
2024-08-07,55120.9,56049.9,57669.6,54598.5,"94,52K","-1,67%",59238.1,59655.8,0.0,59276.55122948428,59767.379372889736,72973.23002874864,-6.379888989286169,-1.8907787381281163,-4362.199999999997,1154.0999999999985,35.37359078218452,41.26788295313372,46.22831199258488,6.5586942875078655,59.86701083344051,5.051882367731407,48.4825552941484,4.376325463028422,11.627197323153775,-0.10662612622103507,-0.11275011407917888
2024-08-06,56057.8,54010.8,57025.6,53998.2,"113,89K","3,85%",58956.159999999996,59651.62,0.0,58691.32373321441,59528.051661567195,72790.66241134329,-2.5668032801131764,-3.3042740291236985,-2819.399999999994,-125.39999999999418,39.16854505291788,42.665021793989105,46.38830051824853,24.045859456177894,39.832290574421826,18.824604697925288,32.50917361761594,6.0320938781281,8.803784344219805,0.016997182556888646,0.016854346715376677
2024-08-05,53979.0,58142.9,58291.4,49486.9,"333,46K","-7,16%",58600.6,59518.473333333335,0.0,57834.5375999027,59170.04831478503,72587.79978252167,-8.054807027345605,-6.090487440805297,-3555.5999999999985,-3994.4000000000015,34.21525996568093,40.456050271858565,46.08254940150459,34.35220164262881,21.65225179543819,29.070753221203315,17.649080095620004,7.519203504419858,5.975874281858793,-0.03708315345946511,-0.037788219260598964
2024-08-04,58141.8,60700.2,61086.5,57346.9,"72,71K","-4,21%",58544.0,59540.54,0.0,57890.403490829485,59103.70971144282,72432.14567421604,-4.048835551330789,-1.677884127574656,-566.0,662.0,48.660839663803095,46.22377532416108,46.78840461540992,66.18616459936071,41.52807523272247,56.010432103958664,34.63526334102909,14.487200732486691,9.346166038344883,0.07711887956427499,0.07428977236531725
2024-08-03,60696.7,61480.8,62184.2,59914.6,"65,74K","-1,27%",58554.15,59592.63,0.0,58400.63921976958,59206.48328190787,72305.80168649144,2.2690817186183607,5.898907280204202,101.5,1562.699999999997,55.34739527017614,49.33942515163561,47.21465513454696,85.72411788997137,62.08749471065363,72.54454029497226,52.541908540044744,18.76377806456796,13.59006076715817,0.0439425679975507,0.043004476450660155
2024-08-02,61478.7,65351.8,65567.1,61242.3,"93,89K","-5,96%",58767.02,59731.39666666666,0.0,58960.28663435693,59353.07791350027,72189.33195614954,4.71000608039404,4.238995160956684,2128.699999999997,4163.0,57.241343432787296,50.252044499812506,47.34440679271677,74.57494309772261,75.49507519568489,74.57494309772261,67.70997183221785,20.07274650704616,17.774575101366935,0.012883731735003678,0.01280144250453224
2024-08-01,65372.9,64625.7,65587.9,62303.9,"84,20K","1,16%",59432.979999999996,59944.54000000001,0.0,60126.21633720113,59741.453543431104,72116.06508799999,7.28881682277042,10.577184931587956,6659.5999999999985,6394.300000000003,65.3688479496873,54.47667108047515,47.98432171554843,98.66467921247131,86.32124673338842,98.66467921247131,81.92805420172206,26.591141530957437,21.809222034190515,0.06334226325540393,0.06141702613921454
